"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","tp_flags"
"RPL7P37",1,0,0,"FALSE"
"AL365356.1",1,0,0,"FALSE"
"PLCG1.AS1",1,0,0,"FALSE"
"AC019118.1",1,0,0,"FALSE"
"KIF4B",1,0,0,"FALSE"
"PSMD10P2",1,0,0,"FALSE"
"OR13Z1P",1,0,0,"FALSE"
"AC096732.1",1,0,0,"FALSE"
"RPL23AP30",1,0,0,"FALSE"
"AC021028.1",1,0,0,"FALSE"
"TRBV2",1,0,0,"FALSE"
"AC004973.1",1,0,0,"FALSE"
"CHMP1AP1",1,0,0,"FALSE"
"MTND4P10",1,0,0,"FALSE"
"AL020998.1",1,0,0,"FALSE"
"SSR1P2",1,0,0.00110497237569061,"FALSE"
"HSPA9P1",1,0,0,"FALSE"
"AL136981.1",1,0,0,"FALSE"
"AL354977.1",1,0,0,"FALSE"
"BCAS2P3",1,0,0,"FALSE"
"AC005008.1",1,0,0,"FALSE"
"LINC01108",1,0,0,"FALSE"
"TEX41",1,0,0,"FALSE"
"BX248123.1",1,0,0,"FALSE"
"IGBP1P1",1,0,0,"FALSE"
"AL606748.1",1,0,0,"FALSE"
"AC073311.1",1,0,0,"FALSE"
"AC020595.1",1,0,0,"FALSE"
"PWWP2AP1",1,0,0,"FALSE"
"CT47A12",1,0,0,"FALSE"
"LINC01535",1,0,0,"FALSE"
"ENTPD1.AS1",1,0,0,"FALSE"
"AC013470.2",1,0,0.00213675213675214,"FALSE"
"NXNP1",1,0,0,"FALSE"
"AL441943.1",1,0,0,"FALSE"
"ANKRD20A10P",1,0,0,"FALSE"
"LENG8.AS1",1,0,0,"FALSE"
"AL034380.1",1,0,0,"FALSE"
"AL360181.1",1,0,0,"FALSE"
"MTND4P25",1,0,0,"FALSE"
"RPL15P14",1,0,0,"FALSE"
"MIR217HG",1,0,0,"FALSE"
"NPM1P4",1,0,0,"FALSE"
"SDCBPP1",1,0,0,"FALSE"
"AL161452.1",1,0,0,"FALSE"
"AL359458.1",1,0,0,"FALSE"
"AC073409.1",1,0,0,"FALSE"
"FGF12.AS3",1,0,0,"FALSE"
"FAM66C",1,0,0,"FALSE"
"LINC01709",1,0,0,"FALSE"
"AL589986.1",1,0,0,"FALSE"
"PTPRD.AS2",1,0,0,"FALSE"
"SNRPGP8",1,0,0,"FALSE"
"EEF1DP2",1,0,0,"FALSE"
"LINC00424",1,0,0,"FALSE"
"AL513175.1",1,0,0,"FALSE"
"AC109780.2",1,0,0,"FALSE"
"PABPC1L2B.AS1",1,0,0,"FALSE"
"TMEM256P2",1,0,0,"FALSE"
"RPL35AP30",1,0,0,"FALSE"
"AL138826.1",1,0,0,"FALSE"
"SNRPGP12",1,0,0,"FALSE"
"AL358972.1",1,0,0,"FALSE"
"LINC02554",1,0,0,"FALSE"
"HSBP1L1",1,0,0,"FALSE"
"AC005326.1",1,0,0,"FALSE"
"AL512599.1",1,0,0,"FALSE"
"SMCR5",1,0,0,"FALSE"
"AC007966.1",1,0,0,"FALSE"
"AL360271.2",1,0,0,"FALSE"
"AF127936.1",1,0,0,"FALSE"
"CUTALP",1,0,0,"FALSE"
"AL451105.1",1,0,0,"FALSE"
"AL606760.1",1,0,0,"FALSE"
"VPS25P1",1,0,0,"FALSE"
"AC007365.1",1,0,0,"FALSE"
"PP12613",1,0,0,"FALSE"
"DISC1.IT1",1,0,0,"FALSE"
"DAB1.AS1",1,0,0,"FALSE"
"TAS2R46",1,0,0,"FALSE"
"AL451164.1",1,0,0,"FALSE"
"SRRM5",1,0,0,"FALSE"
"AC010145.1",1,0,0,"FALSE"
"RPSAP33",1,0,0,"FALSE"
"FABP7P1",1,0,0,"FALSE"
"AC114501.1",1,0,0,"FALSE"
"GAPDHP54",1,0,0,"FALSE"
"AC000124.1",1,0,0,"FALSE"
"AP001136.1",1,0,0,"FALSE"
"AL021393.1",1,0,0,"FALSE"
"AL663109.1",1,0,0,"FALSE"
"AC073910.1",1,0,0,"FALSE"
"KRTAP3.4P",1,0,0,"FALSE"
"FAM30A",1,0,0.0249457700650759,"FALSE"
"NAALADL2.AS2",1,0,0,"FALSE"
"AC244035.1",1,0,0,"FALSE"
"TBCAP1",1,0,0,"FALSE"
"AC117465.1",1,0,0,"FALSE"
"TLK1P1",1,0,0,"FALSE"
"AC110926.1",1,0,0,"FALSE"
"HNRNPA3P1",1,0,0,"FALSE"
"AC109826.1",1,0,0,"FALSE"
"C13orf42",1,0,0,"FALSE"
"MTND1P20",1,0,0,"FALSE"
"AC005828.1",1,0,0.00215285252960172,"FALSE"
"AL138749.1",1,0,0,"FALSE"
"CACTIN.AS1",1,0,0,"FALSE"
"OSTCP8",1,0,0,"FALSE"
"AL442647.2",1,0,0,"FALSE"
"ZNF451.AS1",1,0,0,"FALSE"
"AL359839.1",1,0,0,"FALSE"
"AC011893.1",1,0,0,"FALSE"
"MROH5",1,0,0,"FALSE"
"LINC00840",1,0,0,"FALSE"
"AC112198.1",1,0,0,"FALSE"
"AL117382.1",1,0,0,"FALSE"
"LINC01941",1,0,0,"FALSE"
"AL035407.1",1,0,0,"FALSE"
"AC005082.1",1,0,0,"FALSE"
"SLC6A6P1",1,0,0,"FALSE"
"MEIS1.AS3",1,0,0,"FALSE"
"AL592049.1",1,0,0,"FALSE"
"AL390036.1",1,0,0,"FALSE"
"SUGT1P1",1,0,0,"FALSE"
"AC006001.2",1,0,0,"FALSE"
"LINC01509",1,0,0,"FALSE"
"NPM1P11",1,0,0,"FALSE"
"AL591885.1",1,0,0,"FALSE"
"AC093655.1",1,0,0,"FALSE"
"MED15P3",1,0,0,"FALSE"
"AC092164.1",1,0,0,"FALSE"
"AC097059.1",1,0,0,"FALSE"
"AC018437.1",1,0,0,"FALSE"
"HMGB1P32",1,0,0,"FALSE"
"AC096582.1",1,0,0,"FALSE"
"MTND6P11",1,0,0,"FALSE"
"PAICSP3",1,0,0,"FALSE"
"AL158834.1",1,0,0,"FALSE"
"AL606753.1",1,0,0,"FALSE"
"EEF1GP3",1,0,0,"FALSE"
"LINC00348",1,0,0,"FALSE"
"PRPS1P1",1,0,0,"FALSE"
"AL109811.1",1,0,0,"FALSE"
"AC004112.1",1,0,0,"FALSE"
"AC010894.2",1,0,0,"FALSE"
"AL451105.2",1,0,0,"FALSE"
"RPSAP17",1,0,0.00106496272630458,"FALSE"
"THORLNC",1,0,0,"FALSE"
"DUTP3",1,0,0,"FALSE"
"LINC02051",1,0,0,"FALSE"
"AC109638.1",1,0,0,"FALSE"
"AL390835.1",1,0,0,"FALSE"
"AC104463.2",1,0,0,"FALSE"
"SHROOM2P1",1,0,0,"FALSE"
"ATE1.AS1",1,0,0,"FALSE"
"AC244505.4",1,0,0,"FALSE"
"AC096637.1",1,0,0,"FALSE"
"LHFPL3.AS1",1,0,0,"FALSE"
"BX276092.2",1,0,0,"FALSE"
"AC135178.1",1,0,0,"FALSE"
"AC002472.1",1,0,0,"FALSE"
"CDY14P",1,0,0,"FALSE"
"AC005154.1",1,0,0,"FALSE"
"ZNF877P",1,0,0,"FALSE"
"AC092801.1",1,0,0,"FALSE"
"AL354733.1",1,0,0,"FALSE"
"GSTM3P2",1,0,0,"FALSE"
"H3F3AP5",1,0,0,"FALSE"
"AL035416.1",1,0,0,"FALSE"
"RPS29P10",1,0,0,"FALSE"
"E2F6P3",1,0,0,"FALSE"
"AC093787.1",1,0,0,"FALSE"
"ERVMER34.1",1,0,0,"FALSE"
"RPLP1P10",1,0,0,"FALSE"
"AL359541.1",1,0,0,"FALSE"
"Z97652.1",1,0,0,"FALSE"
"LINC01359",1,0,0,"FALSE"
"AL731577.1",1,0,0,"FALSE"
"AL451069.1",1,0,0,"FALSE"
"CHCHD2P1",1,0,0,"FALSE"
"LINC00354",1,0,0,"FALSE"
"AL353608.2",1,0,0,"FALSE"
"AC005040.1",1,0,0,"FALSE"
"TTTY4",1,0,0,"FALSE"
"HIST1H2BPS3",1,0,0,"FALSE"
"ISCA2P1",1,0,0,"FALSE"
"BSN.DT",1,0,0,"FALSE"
"AC068137.1",1,0,0,"FALSE"
"LINC01276",1,0,0,"FALSE"
"AC010086.1",1,0,0,"FALSE"
"AL365184.1",1,0,0,"FALSE"
"AL160004.1",1,0,0,"FALSE"
"LINC00454",1,0,0,"FALSE"
"IL1R1.AS1",1,0,0,"FALSE"
"PDZPH1P",1,0,0,"FALSE"
"AL451081.1",1,0,0,"FALSE"
"RPS14P4",1,0,0,"FALSE"
"CT47A11",1,0,0,"FALSE"
"GTF2IP2",1,0,0,"FALSE"
"NRBF2P2",1,0,0,"FALSE"
"LINC00161",1,0,0,"FALSE"
"CEP164P1",1,0,0,"FALSE"
"AC119428.1",1,0,0,"FALSE"
"AC062021.1",1,0,0,"FALSE"
"RBMY1J",1,0,0,"FALSE"
"IL9RP3",1,0,0,"FALSE"
"ALG1L5P",1,0,0,"FALSE"
"AL031847.1",1,0,0,"FALSE"
"AC098935.1",1,0,0,"FALSE"
"AC062022.1",1,0,0,"FALSE"
"LCEP4",1,0,0.0123873873873874,"FALSE"
"RPS4XP2",1,0,0,"FALSE"
"OR6K5P",1,0,0,"FALSE"
"DANCR",1,0,0,"FALSE"
"AC093019.1",1,0,0,"FALSE"
"AC010890.1",1,0,0,"FALSE"
"AL023802.1",1,0,0,"FALSE"
"AC104306.2",1,0,0,"FALSE"
"AP000432.1",1,0,0,"FALSE"
"AL358075.1",1,0,0,"FALSE"
"MTCO1P21",1,0,0,"FALSE"
"PPIAP60",1,0,0,"FALSE"
"RAC1P6",1,0,0,"FALSE"
"AC078883.2",1,0,0,"FALSE"
"RHEBP2",1,0,0,"FALSE"
"AC092167.1",1,0,0,"FALSE"
"HAUS4P1",1,0,0,"FALSE"
"LINC00423",1,0,0,"FALSE"
"AL391845.1",1,0,0,"FALSE"
"AL450063.1",1,0,0,"FALSE"
"AL606490.2",1,0,0,"FALSE"
"RPL12P19",1,0,0,"FALSE"
"AL512638.1",1,0,0,"FALSE"
"AC006987.1",1,0,0,"FALSE"
"COX6A1P2",1,0,0,"FALSE"
"HMGN1P24",1,0,0,"FALSE"
"MAGI2.AS2",1,0,0,"FALSE"
"LTA",1,0,0,"FALSE"
"ABHD17AP6",1,0,0,"FALSE"
"CENPCP1",1,0,0,"FALSE"
"LINC01692",1,0,0,"FALSE"
"AL035410.1",1,0,0,"FALSE"
"LINC01203",1,0,0,"FALSE"
"AC092017.1",1,0,0,"FALSE"
"AL157938.1",1,0,0,"FALSE"
"AL049758.1",1,0,0,"FALSE"
"AC025946.1",1,0,0,"FALSE"
"AC140479.1",1,0,0,"FALSE"
"AC145625.1",1,0,0,"FALSE"
"AC012593.1",1,0,0,"FALSE"
"LINC00658",1,0,0,"FALSE"
"AP000477.1",1,0,0,"FALSE"
"MTATP6P30",1,0,0,"FALSE"
"AC073325.2",1,0,0,"FALSE"
"HSPD1P14",1,0,0,"FALSE"
"NBPF2P",1,0,0,"FALSE"
"SNRPEP10",1,0,0,"FALSE"
"AC108032.1",1,0,0,"FALSE"
"AL136988.2",1,0,0,"FALSE"
"LINC01247",1,0,0,"FALSE"
"AL009174.1",1,0,0,"FALSE"
"FUNDC2P4",1,0,0,"FALSE"
"C17orf112",1,0,0,"FALSE"
"LINC02527",1,0,0,"FALSE"
"OR7E96P",1,0,0,"FALSE"
"AC007285.1",1,0,0,"FALSE"
"AC023141.4",1,0,0,"FALSE"
"AL583808.2",1,0,0,"FALSE"
"AC007036.1",1,0,0,"FALSE"
"IL6STP1",1,0,0,"FALSE"
"OR7E101P",1,0,0,"FALSE"
"AC007557.1",1,0,0,"FALSE"
"OR51A3P",1,0,0,"FALSE"
"SLC8A1.AS1",1,0,0,"FALSE"
"AL139237.1",1,0,0,"FALSE"
"RPS2P36",1,0,0,"FALSE"
"AC019130.1",1,0,0,"FALSE"
"AL445433.1",1,0,0,"FALSE"
"MTATP6P18",1,0,0,"FALSE"
"LINC00511",1,0,0,"FALSE"
"GTF2IP7",1,0,0,"FALSE"
"ITGB2.AS1",1,0,0,"FALSE"
"AC022483.1",1,0,0,"FALSE"
"AC003666.1",1,0,0,"FALSE"
"LINC01682",1,0,0,"FALSE"
"AL589765.1",1,0,0,"FALSE"
"AC012065.1",1,0,0,"FALSE"
"AC096677.3",1,0,0,"FALSE"
"AL512288.1",1,0,0,"FALSE"
"AC105446.1",1,0,0,"FALSE"
"FDX1P2",1,0,0,"FALSE"
"AC009961.2",1,0,0,"FALSE"
"RPL6P2",1,0,0,"FALSE"
"WDR46",1,0,0,"FALSE"
"BX510359.2",1,0,0,"FALSE"
"ANHX",1,0,0,"FALSE"
"LINC00629",1,0,0,"FALSE"
"AC079779.1",1,0,0,"FALSE"
"AL596276.1",1,0,0,"FALSE"
"RPL41P1",1,0,0,"FALSE"
"Z82205.1",1,0,0,"FALSE"
"Z98257.1",1,0,0,"FALSE"
"DPPA3P1",1,0,0,"FALSE"
"AL162584.1",1,0,0,"FALSE"
"CNN2P2",1,0,0,"FALSE"
"AC104170.1",1,0,0.00215982721382289,"FALSE"
"FOCAD.AS1",1,0,0,"FALSE"
"AL353706.1",1,0,0,"FALSE"
"SDHDP2",1,0,0,"FALSE"
"AP000472.1",1,0,0,"FALSE"
"AL158166.1",1,0,0,"FALSE"
"AC107983.1",1,0,0,"FALSE"
"LINC02094",1,0,0,"FALSE"
"AC012441.1",1,0,0,"FALSE"
"AC005912.1",1,0,0,"FALSE"
"AC244021.1",1,0,0,"FALSE"
"L29074.1",1,0,0,"FALSE"
"RBMX2P5",1,0,0,"FALSE"
"AC084149.1",1,0,0,"FALSE"
"AL031767.1",1,0,0,"FALSE"
"AP000402.1",1,0,0,"FALSE"
"AL355990.1",1,0,0,"FALSE"
"AL512785.1",1,0,0,"FALSE"
"HMGB3P8",1,0,0,"FALSE"
"RPS28P7",1,0,0,"FALSE"
"AC073636.1",1,0,0,"FALSE"
"AC025822.1",1,0,0,"FALSE"
"OR2AS1P",1,0,0,"FALSE"
"PIGQP1",1,0,0,"FALSE"
"PARP1P1",1,0,0,"FALSE"
"AC104667.1",1,0,0,"FALSE"
"IGHD1.14",1,0,0,"FALSE"
"CRIP1P3",1,0,0,"FALSE"
"LMCD1.AS1",1,0,0,"FALSE"
"AC073210.1",1,0,0,"FALSE"
"LINC01630",1,0,0,"FALSE"
"HORMAD2.AS1",1,0,0,"FALSE"
"BTF3P13",1,0,0,"FALSE"
"AC009238.1",1,0,0,"FALSE"
"AC073174.1",1,0,0,"FALSE"
"RPL12P44",1,0,0,"FALSE"
"ZNF717",1,0,0.0010752688172043,"FALSE"
"AP002856.1",1,0,0,"FALSE"
"LBX1.AS1",1,0,0,"FALSE"
"AL139275.2",1,0,0,"FALSE"
"AC011742.1",1,0,0,"FALSE"
"AC093084.1",1,0,0,"FALSE"
"AL161788.1",1,0,0,"FALSE"
"AC241644.1",1,0,0,"FALSE"
"USP17L5",1,0,0,"FALSE"
"AL160286.1",1,0,0,"FALSE"
"LINC01153",1,0,0,"FALSE"
"IL21.AS1",1,0,0,"FALSE"
"AC069285.1",1,0,0,"FALSE"
"MTCO1P44",1,0,0,"FALSE"
"AL669970.2",1,0,0,"FALSE"
"PRR20D",1,0,0,"FALSE"
"OR2T7",1,0,0,"FALSE"
"AL022721.1",1,0,0,"FALSE"
"AL161725.1",1,0,0,"FALSE"
"AC068535.1",1,0,0,"FALSE"
"AC073621.1",1,0,0,"FALSE"
"DDX11L16",1,0,0,"FALSE"
"THEM7P",1,0,0,"FALSE"
"AC092755.1",1,0,0,"FALSE"
"AL139220.1",1,0,0,"FALSE"
"WDR11.AS1",1,0,0,"FALSE"
"STSP1",1,0,0.00106157112526539,"FALSE"
"AL442638.1",1,0,0,"FALSE"
"Z98747.1",1,0,0,"FALSE"
"AF178030.1",1,0,0,"FALSE"
"AC011290.1",1,0,0,"FALSE"
"MYL6P3",1,0,0,"FALSE"
"AL590677.1",1,0,0,"FALSE"
"AC092641.1",1,0,0,"FALSE"
"AIMP1P2",1,0,0,"FALSE"
"PGCP1",1,0,0,"FALSE"
"AC013467.1",1,0,0,"FALSE"
"LINC01688",1,0,0,"FALSE"
"VN1R28P",1,0,0,"FALSE"
"HDGFP1",1,0,0,"FALSE"
"AC018511.1",1,0,0,"FALSE"
"AC007435.1",1,0,0,"FALSE"
"MGAT3.AS1",1,0,0,"FALSE"
"AC092535.1",1,0,0,"FALSE"
"TRGC2",1,0,0,"FALSE"
"AL023581.2",1,0,0,"FALSE"
"AC244453.1",1,0,0,"FALSE"
"MIR663AHG",1,0,0,"FALSE"
"IGHD4.23",1,0,0,"FALSE"
"AC009365.2",1,0,0,"FALSE"
"C6orf47.AS1",1,0,0,"FALSE"
"ST7.AS1",1,0,0,"FALSE"
"AL162724.1",1,0,0,"FALSE"
"CNN2P1",1,0,0,"FALSE"
"SUB1P1",1,0,0,"FALSE"
"RBMY2JP",1,0,0,"FALSE"
"PFN1P9",1,0,0,"FALSE"
"AL645937.2",1,0,0,"FALSE"
"RPL31P12",1,0,0,"FALSE"
"WARS2P1",1,0,0,"FALSE"
"AC079145.1",1,0,0,"FALSE"
"AL035551.1",1,0,0,"FALSE"
"PFN1P6",1,0,0,"FALSE"
"SPATA13.AS1",1,0,0,"FALSE"
"HCG15",1,0,0,"FALSE"
"AL355613.1",1,0,0,"FALSE"
"AL356276.1",1,0,0,"FALSE"
"AL157935.1",1,0,0,"FALSE"
"AL133346.1",1,0,0,"FALSE"
"AC092035.1",1,0,0,"FALSE"
"MTND1P14",1,0,0,"FALSE"
"AC017101.1",1,0,0,"FALSE"
"AL606534.1",1,0,0,"FALSE"
"WASH7P",1,0,0,"FALSE"
"CICP17",1,0,0,"FALSE"
"SPANXB1",1,0,0,"FALSE"
"AL583844.1",1,0,0,"FALSE"
"AL672291.1",1,0,0,"FALSE"
"TTC39DP",1,0,0,"FALSE"
"AL356272.1",1,0,0,"FALSE"
"AC011998.1",1,0,0,"FALSE"
"NBPF13P",1,0,0,"FALSE"
"SLAMF6P1",1,0,0,"FALSE"
"LINC00845",1,0,0,"FALSE"
"AC092042.1",1,0,0,"FALSE"
"TRIM60P13",1,0,0,"FALSE"
"FAM155A.IT1",1,0,0,"FALSE"
"AC000374.1",1,0,0,"FALSE"
"TRIM60P9Y",1,0,0,"FALSE"
"AC105760.2",1,0,0,"FALSE"
"AL158834.2",1,0,0,"FALSE"
"VDAC1P12",1,0,0,"FALSE"
"CDRT15P2",1,0,0,"FALSE"
"MIS18A.AS1",1,0,0,"FALSE"
"AL158827.1",1,0,0,"FALSE"
"SMIM2.AS1",1,0,0,"FALSE"
"HMGN2P22",1,0,0,"FALSE"
"LINC01985",1,0,0,"FALSE"
"YWHAZP7",1,0,0,"FALSE"
"HCG4B",1,0,0,"FALSE"
"ACTR3BP5",1,0,0,"FALSE"
"AL845331.1",1,0,0,"FALSE"
"AC072039.1",1,0,0,"FALSE"
"AL162427.1",1,0,0.00322234156820623,"FALSE"
"AC009963.1",1,0,0,"FALSE"
"RPL39P25",1,0,0,"FALSE"
"AC005358.1",1,0,0,"FALSE"
"MTND6P10",1,0,0,"FALSE"
"AL603839.1",1,0,0,"FALSE"
"AC110015.1",1,0,0,"FALSE"
"AL389889.1",1,0,0,"FALSE"
"RPL35AP12",1,0,0,"FALSE"
"MARK2P10",1,0,0,"FALSE"
"AL138799.1",1,0,0,"FALSE"
"HSFY3P",1,0,0,"FALSE"
"LINC01364",1,0,0,"FALSE"
"AC092170.1",1,0,0,"FALSE"
"AC009229.1",1,0,0,"FALSE"
"AC118345.1",1,0,0,"FALSE"
"AC016994.1",1,0,0,"FALSE"
"ELL2P1",1,0,0,"FALSE"
"AL035541.1",1,0,0,"FALSE"
"ARAFP3",1,0,0,"FALSE"
"KRT16P2",1,0,0,"FALSE"
"AL356489.1",1,0,0,"FALSE"
"SSXP9",1,0,0,"FALSE"
"AC239727.1",1,0,0,"FALSE"
"AC067942.1",1,0,0,"FALSE"
"AC073188.2",1,0,0,"FALSE"
"AP006285.1",1,0,0,"FALSE"
"AC010998.1",1,0,0,"FALSE"
"AC009502.1",1,0,0,"FALSE"
"AC140076.1",1,0,0,"FALSE"
"AL031985.2",1,0,0,"FALSE"
"AL445686.1",1,0,0,"FALSE"
"AL365500.1",1,0,0,"FALSE"
"MTND4P15",1,0,0,"FALSE"
"AL139396.1",1,0,0,"FALSE"
"AF130417.1",1,0,0,"FALSE"
"AC005042.1",1,0,0,"FALSE"
"IGHJ1P",1,0,0,"FALSE"
"LINC00434",1,0,0,"FALSE"
"RPL23AP43",1,0,0,"FALSE"
"AL139280.1",1,0,0,"FALSE"
"THRAP3P1",1,0,0,"FALSE"
"LINC00307",1,0,0,"FALSE"
"RPL15P1",1,0,0,"FALSE"
"HAUS6P1",1,0,0,"FALSE"
"PARG",1,0,0,"FALSE"
"HNRNPKP2",1,0,0,"FALSE"
"MTND5P25",1,0,0,"FALSE"
"CEACAMP7",1,0,0,"FALSE"
"PPIAP88",1,0,0,"FALSE"
"NANOGP6",1,0,0,"FALSE"
"ARHGEF7.AS1",1,0,0,"FALSE"
"RAB28P3",1,0.05,0.0064034151547492,"FALSE"
"RBM26.AS1",1,0,0,"FALSE"
"AL359644.1",1,0,0,"FALSE"
"LINC00866",1,0,0,"FALSE"
"AL354861.1",1,0,0,"FALSE"
"AC017074.1",1,0,0.0119565217391304,"FALSE"
"AL512658.1",1,0,0,"FALSE"
"RPS24P7",1,0,0,"FALSE"
"AC018685.1",1,0,0,"FALSE"
"AC008060.2",1,0,0,"FALSE"
"SLC9B1P4",1,0,0,"FALSE"
"CDK8P2",1,0,0,"FALSE"
"AC254562.1",1,0,0,"FALSE"
"AC074085.1",1,0,0,"FALSE"
"TP73.AS1",1,0,0,"FALSE"
"AL121983.2",1,0,0,"FALSE"
"AL157832.1",1,0,0,"FALSE"
"DLG1.AS1",1,0,0,"FALSE"
"FTH1P16",1,0,0,"FALSE"
"PPIAP2",1,0,0,"FALSE"
"EIF4A2P2",1,0,0,"FALSE"
"AL353662.1",1,0,0,"FALSE"
"AC091705.1",1,0,0,"FALSE"
"AL133410.1",1,0,0,"FALSE"
"SALL1P1",1,0,0,"FALSE"
"HPN.AS1",1,0,0,"FALSE"
"AL031575.1",1,0,0,"FALSE"
"AC007386.1",1,0,0,"FALSE"
"EIF2AP4",1,0,0,"FALSE"
"AC079355.2",1,0,0,"FALSE"
"KIF9.AS1",1,0,0,"FALSE"
"AL391219.1",1,0,0,"FALSE"
"AC012501.1",1,0,0,"FALSE"
"RPL37P1",1,0,0,"FALSE"
"LINC01806",1,0,0,"FALSE"
"KRT8P20",1,0,0,"FALSE"
"RNF6P1",1,0,0,"FALSE"
"AC245884.1",1,0,0,"FALSE"
"AMYP1",1,0,0,"FALSE"
"ZMYM4.AS1",1,0,0,"FALSE"
"ACNATP",1,0,0,"FALSE"
"STK33P1",1,0,0,"FALSE"
"AL022238.1",1,0,0,"FALSE"
"AL929472.1",1,0,0,"FALSE"
"AC114402.2",1,0,0,"FALSE"
"PCGEM1",1,0,0,"FALSE"
"LINC01724",1,0,0,"FALSE"
"OR10U1P",1,0,0,"FALSE"
"MRPS21P2",1,0,0,"FALSE"
"VN1R33P",1,0,0,"FALSE"
"Z93019.1",1,0,0,"FALSE"
"AC019185.1",1,0,0,"FALSE"
"CSE1L.AS1",1,0,0,"FALSE"
"AC053503.1",1,0,0,"FALSE"
"AC090018.1",1,0,0,"FALSE"
"RNF19BPX",1,0,0,"FALSE"
"FCF1P1",1,0,0,"FALSE"
"RPS8P4",1,0,0,"FALSE"
"AP001471.1",1,0,0,"FALSE"
"TTTY17B",1,0,0,"FALSE"
"ATP5MC1P4",1,0,0,"FALSE"
"AL137022.1",1,0,0,"FALSE"
"AC007322.1",1,0,0,"FALSE"
"OR10R1P",1,0,0,"FALSE"
"XGY1",1,0,0,"FALSE"
"FGF7P6",1,0,0,"FALSE"
"HNRNPA1P63",1,0,0,"FALSE"
"MTND4P30",1,0,0,"FALSE"
"AL450345.1",1,0,0,"FALSE"
"LINC00310",1,0,0,"FALSE"
"AC079612.2",1,0,0,"FALSE"
"PSME2P6",1,0,0,"FALSE"
"AL390838.1",1,0,0,"FALSE"
"GPN3P1",1,0,0,"FALSE"
"AL590783.1",1,0,0,"FALSE"
"LINC01537",1,0,0,"FALSE"
"AC073415.1",1,0,0,"FALSE"
"AKR1B15",1,0,0,"FALSE"
"TSSK5P",1,0,0,"FALSE"
"RPL6P24",1,0,0,"FALSE"
"AL355300.1",1,0,0,"FALSE"
"STK4.AS1",1,0,0,"FALSE"
"AC124861.1",1,0,0,"FALSE"
"CCDC148.AS1",1,0,0,"FALSE"
"AC008080.2",1,0,0,"FALSE"
"AL157702.2",1,0,0,"FALSE"
"CR559946.1",1,0,0,"FALSE"
"AL162400.1",1,0,0,"FALSE"
"AL445472.1",1,0,0,"FALSE"
"NCAM1.AS1",1,0,0,"FALSE"
"GAGE12D",1,0,0,"FALSE"
"AC006458.1",1,0,0,"FALSE"
"CCNJP1",1,0,0,"FALSE"
"AL138921.1",1,0,0,"FALSE"
"AC239367.1",1,0,0,"FALSE"
"USP9YP14",1,0,0,"FALSE"
"AC004771.1",1,0,0,"FALSE"
"AC099066.2",1,0,0,"FALSE"
"PABPC1P6",1,0,0,"FALSE"
"AC018359.1",1,0,0,"FALSE"
"AC092647.2",1,0,0,"FALSE"
"SCAMP4",1,0,0,"FALSE"
"LINC01268",1,0,0,"FALSE"
"AC016925.1",1,0,0,"FALSE"
"LTB",1,0,0,"FALSE"
"LINC01624",1,0,0,"FALSE"
"LINC01839",1,0,0,"FALSE"
"LINC01442",1,0,0,"FALSE"
"AC005297.1",1,0,0,"FALSE"
"AL592301.1",1,0,0,"FALSE"
"AC114755.1",1,0,0,"FALSE"
"AC107890.1",1,0,0,"FALSE"
"C1DP4",1,0,0,"FALSE"
"AL160163.1",1,0,0,"FALSE"
"LINC01483",1,0,0,"FALSE"
"AL928970.1",1,0,0,"FALSE"
"AL008719.1",1,0,0,"FALSE"
"AL390840.1",1,0,0,"FALSE"
"RPS20P15",1,0,0,"FALSE"
"RPL7P6",1,0,0,"FALSE"
"AC096540.1",1,0,0,"FALSE"
"DIAPH3.AS1",1,0,0,"FALSE"
"AL162414.1",1,0,0,"FALSE"
"AC002542.1",1,0,0,"FALSE"
"SLC2A1.AS1",1,0,0,"FALSE"
"Z83841.1",1,0,0,"FALSE"
"AL357315.1",1,0,0,"FALSE"
"SOCS5P4",1,0,0,"FALSE"
"AL139281.1",1,0,0,"FALSE"
"HNRNPFP1",1,0,0,"FALSE"
"DNAJC9.AS1",1,0,0,"FALSE"
"SFR1P1",1,0,0,"FALSE"
"AC092614.1",1,0,0,"FALSE"
"SPAG5.AS1",1,0,0,"FALSE"
"AC018647.1",1,0,0,"FALSE"
"AC006455.2",1,0,0,"FALSE"
"OR4A2P",1,0,0,"FALSE"
"AC116035.1",1,0,0,"FALSE"
"TRBV7.5",1,0,0,"FALSE"
"USP17L12",1,0,0,"FALSE"
"AL590422.1",1,0,0,"FALSE"
"MIR4290HG",1,0,0,"FALSE"
"AC096531.1",1,0,0,"FALSE"
"MTND3P9",1,0,0,"FALSE"
"RPS15AP30",1,0,0,"FALSE"
"AC074257.1",1,0,0,"FALSE"
"RNF11P2",1,0,0,"FALSE"
"LINC00376",1,0,0,"FALSE"
"SNX18P26",1,0,0,"FALSE"
"AC004986.1",1,0,0,"FALSE"
"AC112229.2",1,0,0,"FALSE"
"RPS3AP53",1,0,0,"FALSE"
"AL122019.1",1,0,0,"FALSE"
