"","pvalues","AMPLIFIED_MUTATED/(AMPLIFIED_MUTATED+AMPLIFIED_WT)","NON_AMPLIFIED_MUTATED/(NON_AMPLIFIED_MUTATED+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"UHRF1BP1L",1,0,0.2,"(NA,5,1,20)","TRUE","4/26 (0.153846153846154)",1
"USP5",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"GYS2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","6/30 (0.2)",1
"RIC8B",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"DSE",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"GCNT2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"CEP85L",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"SLC26A8",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","4/26 (0.153846153846154)",1
"MDN1",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","10/31 (0.32258064516129)",1
"PRDM13",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"SIM1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"ASCC3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"MED23",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"PHACTR2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"CUL9",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","9/30 (0.3)",1
"GMDS",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"IMPG1",1,0,0.12,"(NA,3,1,22)","TRUE","3/26 (0.115384615384615)",1
"PRPF4B",1,0,0.08,"(NA,2,1,23)","TRUE","5/29 (0.172413793103448)",1
"HARS2",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"CEP72",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"C7",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"LOX",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"HAVCR1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"RASGRF2",1,0,0.08,"(NA,2,1,23)","TRUE","3/27 (0.111111111111111)",1
"LNPEP",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"RAD50",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"PPWD1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"LIFR",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"DPYSL3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"DBN1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"CNTN3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"SMC4",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","8/30 (0.266666666666667)",1
"UBE3A",1,0,0.25,"(NA,6,1,18)","TRUE","5/26 (0.192307692307692)",1
"XRN1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"CBLB",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"HHLA2",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"PEX5L",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"ABCC5",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"ARHGEF26",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"KLHL24",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"DNAH1",1,0,0.16,"(NA,4,1,21)","TRUE","7/29 (0.241379310344828)",1
"NKTR",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"SLC4A3",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","5/26 (0.192307692307692)",1
"INO80D",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"RTKN",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"PPM1G",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"APC2",1,0,0.125,"(NA,3,1,21)","TRUE","10/32 (0.3125)",1
"RTN4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"LOXL3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"CCDC88A",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"FN1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"USP34",1,0,0.192307692307692,"(NA,5,1,21)","TRUE","14/36 (0.388888888888889)",1
"SLC9A2",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"ABCB6",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/30 (0.2)",1
"SLC5A7",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"TPO",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"BIRC6",1,0,0.25,"(NA,6,1,18)","TRUE","14/35 (0.4)",1
"PRKD3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"DCAF17",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"ARID3A",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"MSH6",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"DNAJC16",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"TNR",1,0,0.16,"(NA,4,1,21)","TRUE","9/31 (0.290322580645161)",1
"CHD5",1,0,0.125,"(NA,3,1,21)","TRUE","7/29 (0.241379310344828)",1
"ASH1L",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","13/34 (0.382352941176471)",1
"DLGAP3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"DOCK7",1,0,0.2,"(NA,5,1,20)","TRUE","6/27 (0.222222222222222)",1
"IVNS1ABP",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"KIAA2013",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"KIF21B",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","5/27 (0.185185185185185)",1
"EXOC8",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"NID1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"LGALS8",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"MTR",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"SIPA1L2",1,0,0.2,"(NA,5,1,20)","TRUE","8/29 (0.275862068965517)",1
"KIF17",1,0,0,"(NA,NA,1,24)","TRUE","6/31 (0.193548387096774)",1
"PRPF3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"IPO13",1,0,0.08,"(NA,2,1,23)","TRUE","4/28 (0.142857142857143)",1
"MROH9",1,0,0.08,"(NA,2,1,23)","TRUE","4/28 (0.142857142857143)",1
"DARS2",1,0,0.125,"(NA,3,1,21)","TRUE","3/25 (0.12)",1
"ARID1A",1,0,0.407407407407407,"(NA,11,1,16)","TRUE","12/31 (0.387096774193548)",1
"CENPF",1,0,0.2,"(NA,5,1,20)","TRUE","10/32 (0.3125)",1
"ESYT2",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"MUC5B",1,0,0.37037037037037,"(NA,10,1,17)","TRUE","21/39 (0.538461538461538)",1
"A4GNT",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"KMT2A",1,0,0.25,"(NA,6,1,18)","TRUE","10/31 (0.32258064516129)",1
"MMP8",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"DDX59",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"CAMSAP2",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"PHF3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","7/31 (0.225806451612903)",1
"ADGB",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"PMFBP1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ZNF430",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"FOXO3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ARMC2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"RARRES1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"PPL",1,0,0.2,"(NA,5,1,20)","TRUE","7/29 (0.241379310344828)",1
"UBN1",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"DNAH7",1,0,0.384615384615385,"(NA,10,1,16)","TRUE","20/38 (0.526315789473684)",1
"TRPM6",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"FKBP15",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"GLE1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"CNTRL",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","9/31 (0.290322580645161)",1
"INVS",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"YLPM1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"LTBP2",1,0,0.125,"(NA,3,1,21)","TRUE","5/27 (0.185185185185185)",1
"MLH3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"ABCD4",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"ZC2HC1C",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"KLHL29",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"GNA13",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"ARAP3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"KIAA1217",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"IQSEC3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"ENOX1",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"PROSER1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"UTP20",1,0,0.12,"(NA,3,1,22)","TRUE","7/30 (0.233333333333333)",1
"TMPO",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"RDH10",1,0,0.125,"(NA,3,1,21)","TRUE","5/28 (0.178571428571429)",1
"ZNF549",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"RGSL1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"TRMT1L",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"SLITRK3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"LIAS",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ZRANB3",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"FLT3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"HNRNPA2B1",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"KIAA1549",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","8/32 (0.25)",1
"ECD",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"ZWINT",1,0,0.125,"(NA,3,1,21)","TRUE","3/25 (0.12)",1
"MED13L",1,0,0.08,"(NA,2,1,23)","TRUE","5/29 (0.172413793103448)",1
"ITPR2",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","5/26 (0.192307692307692)",1
"PRDX4",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ZC3H13",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"ITIH5",1,0,0.25,"(NA,6,1,18)","TRUE","8/28 (0.285714285714286)",1
"NEUROD4",1,0,0.115384615384615,"(NA,3,1,23)","TRUE","3/27 (0.111111111111111)",1
"LRP1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"IKZF4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"TTC21B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"NMI",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"AGO2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"DNPEP",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"TTPAL",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"PREX1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","6/30 (0.2)",1
"CHD6",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","6/30 (0.2)",1
"ARFGEF2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","7/30 (0.233333333333333)",1
"ZNFX1",1,0,0.125,"(NA,3,1,21)","TRUE","3/25 (0.12)",1
"ZNF831",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"ZNF45",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"PSG8",1,0,0.12,"(NA,3,1,22)","TRUE","4/27 (0.148148148148148)",1
"USP9X",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"GRM4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"TRERF1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"BTN2A2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"RREB1",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"RIOK1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"RUNX2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"LRRFIP1",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"AHNAK",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","13/34 (0.382352941176471)",1
"SH3TC1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"CNOT1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"TMTC4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ABCC4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"TTF1",1,0,0.125,"(NA,3,1,21)","TRUE","5/28 (0.178571428571429)",1
"PPP1R12C",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"POLR1B",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"CD93",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","3/25 (0.12)",1
"MKKS",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"LRRN4",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"MCM8",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"SIRPD",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"CEP250",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"MCF2L",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"CCR7",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"SCAF1",1,0,0.125,"(NA,3,1,21)","TRUE","6/28 (0.214285714285714)",1
"TSKS",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"AHDC1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","6/29 (0.206896551724138)",1
"DACH2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"PZP",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"HIVEP3",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"TRAF2",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"BEST3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"IDUA",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"UBR4",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"SIN3B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"WDR24",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"SMARCA4",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","6/29 (0.206896551724138)",1
"METTL25",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"PNKD",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"POR",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"TUBGCP6",1,0,0.125,"(NA,3,1,21)","TRUE","7/30 (0.233333333333333)",1
"MGAT3",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","7/29 (0.241379310344828)",1
"KRT17",1,0,0,"(NA,NA,1,24)","TRUE","7/32 (0.21875)",1
"DOCK4",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","5/26 (0.192307692307692)",1
"VGF",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"FLNC",1,0,0.125,"(NA,3,1,21)","TRUE","8/30 (0.266666666666667)",1
"HERC2",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","10/30 (0.333333333333333)",1
"ARHGAP22",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","3/25 (0.12)",1
"WDFY4",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","12/34 (0.352941176470588)",1
"INO80",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"VPS13C",1,0,0.25,"(NA,6,1,18)","TRUE","7/28 (0.25)",1
"TPH1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"E2F8",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"USP6",1,0,0.2,"(NA,5,1,20)","TRUE","6/28 (0.214285714285714)",1
"PHF20L1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"CCNT1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"PUS7L",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"MTUS1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"MIS18BP1",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"TEP1",1,0,0.125,"(NA,3,1,21)","TRUE","4/27 (0.148148148148148)",1
"EPB41L4A",1,0,0,"(NA,NA,1,24)","TRUE","5/30 (0.166666666666667)",1
"QRICH2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"LBP",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/28 (0.142857142857143)",1
"CBFA2T3",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"DOCK6",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"LDLR",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"DPP6",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","5/26 (0.192307692307692)",1
"KIF1A",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"USHBP1",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"ZSWIM6",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"CAMSAP1",1,0,0.166666666666667,"(NA,4,1,20)","TRUE","5/26 (0.192307692307692)",1
"PNPLA7",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"LAMA5",1,0,0.125,"(NA,3,1,21)","TRUE","9/31 (0.290322580645161)",1
"ADRM1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"PRRC2B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"MAP3K10",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"PPAN",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"PLXNA3",1,0,0.192307692307692,"(NA,5,1,21)","TRUE","5/29 (0.172413793103448)",1
"ZNF236",1,0,0.125,"(NA,3,1,21)","TRUE","7/29 (0.241379310344828)",1
"NOL11",1,0,0.08,"(NA,2,1,23)","TRUE","4/28 (0.142857142857143)",1
"UBA1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"LATS1",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","4/28 (0.142857142857143)",1
"LILRB2",1,0,0.125,"(NA,3,1,21)","TRUE","4/26 (0.153846153846154)",1
"EDA2R",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"GSE1",1,0,0.16,"(NA,4,1,21)","TRUE","5/28 (0.178571428571429)",1
"F12",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"ABCB7",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"HAUS8",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"SH3BP5",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"RFTN1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","4/27 (0.148148148148148)",1
"EXOC4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ANO1",1,0,0.125,"(NA,3,1,21)","TRUE","5/27 (0.185185185185185)",1
"MAP1B",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"RAI2",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"LRRC9",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"CC2D1A",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"RAF1",1,0,0.208333333333333,"(NA,5,1,19)","TRUE","3/25 (0.12)",1
"ENOSF1",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"RRP8",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"IQCA1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"PRKAA1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"INPP5K",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"MYBBP1A",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"GRSF1",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"ENAM",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"ITGB4",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"UNK",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"VPS13B",1,0,0.444444444444444,"(NA,12,1,15)","TRUE","22/39 (0.564102564102564)",1
"RGS22",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","5/28 (0.178571428571429)",1
"NIP7",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"RIN2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"NES",1,0,0.16,"(NA,4,1,21)","TRUE","11/33 (0.333333333333333)",1
"IGHMBP2",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"CTNNBL1",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/27 (0.111111111111111)",1
"ZSWIM3",1,0,0,"(NA,NA,1,24)","TRUE","3/28 (0.107142857142857)",1
"PPP1R3D",1,0,0.08,"(NA,2,1,23)","TRUE","3/27 (0.111111111111111)",1
"DMGDH",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"KANK4",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","5/29 (0.172413793103448)",1
"MTUS2",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"ZMYM5",1,0,0.0833333333333333,"(NA,2,1,22)","TRUE","3/26 (0.115384615384615)",1
"TPTE2",1,0,0,"(NA,NA,1,24)","TRUE","4/29 (0.137931034482759)",1
"RNF17",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
"MYH8",1,0,0.125,"(NA,3,1,21)","TRUE","5/28 (0.178571428571429)",1
"LGR6",1,0,0.0416666666666667,"(NA,1,1,23)","TRUE","3/27 (0.111111111111111)",1
"TMCC2",1,0,0.125,"(NA,3,1,21)","TRUE","3/26 (0.115384615384615)",1
