"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","contingency table frequencies (A,B,C,D)","tp_flags","Mutational_Freq","adjusted_pvalue"
"TCHH",1,0,0.0137328339575531,"(NA,11,21,790)","TRUE","251/1126 (0.22291296625222)",1
"SHANK1",1,0,0.0186046511627907,"(NA,16,23,844)","TRUE","148/1050 (0.140952380952381)",1
"USP24",1,0,0.028604118993135,"(NA,25,25,849)","TRUE","132/1045 (0.126315789473684)",1
"WDR64",1,0,0.0201567749160134,"(NA,18,22,875)","TRUE","103/1024 (0.1005859375)",1
"KIF26B",1,0,0.0104046242774566,"(NA,9,26,856)","TRUE","187/1096 (0.170620437956204)",1
"IFT122",1,0,0.015748031496063,"(NA,14,24,875)","TRUE","106/1025 (0.103414634146341)",1
"BSN",1,0,0.0293040293040293,"(NA,24,23,795)","TRUE","273/1169 (0.233532934131737)",1
"FNDC1",1,0,0.0260047281323877,"(NA,22,24,824)","TRUE","190/1082 (0.175600739371534)",1
"LRFN5",1,0,0.0146067415730337,"(NA,13,22,877)","TRUE","111/1036 (0.107142857142857)",1
"USP54",1,0,0.0169875424688562,"(NA,15,24,868)","TRUE","109/1032 (0.10562015503876)",1
"MAP1A",1,0,0.0293083235638921,"(NA,25,23,828)","TRUE","216/1125 (0.192)",1
"ZNF91",1,0,0.0138089758342923,"(NA,12,25,857)","TRUE","130/1048 (0.124045801526718)",1
"TRAPPC9",1,0.0416666666666667,0.0552423900789177,"(1,49,23,838)","TRUE","144/1040 (0.138461538461538)",1
"IRS1",1,0,0.0326576576576577,"(NA,29,25,859)","TRUE","144/1072 (0.134328358208955)",1
"INSR",1,0,0.00920598388952819,"(NA,8,25,861)","TRUE","105/1018 (0.103143418467584)",1
"NLRP5",1,0,0.0161104718066743,"(NA,14,23,855)","TRUE","170/1087 (0.15639374425023)",1
"DSCAM",1,0,0.0363636363636364,"(NA,30,23,795)","TRUE","258/1156 (0.22318339100346)",1
"EVC2",1,0,0.0276179516685846,"(NA,24,24,845)","TRUE","129/1037 (0.124397299903568)",1
"PRPF8",1,0,0.0193621867881549,"(NA,17,24,861)","TRUE","125/1043 (0.119846596356663)",1
"TNRC18",1,0.0454545454545455,0.0656934306569343,"(1,54,21,768)","TRUE","309/1195 (0.258577405857741)",1
"AHNAK2",1,0,0.0431472081218274,"(NA,34,20,754)","TRUE","375/1236 (0.303398058252427)",1
"COL4A1",1,0,0.031322505800464,"(NA,27,23,835)","TRUE","149/1046 (0.14244741873805)",1
"NHS",1,0,0.0102622576966933,"(NA,9,25,868)","TRUE","107/1032 (0.103682170542636)",1
"SLX4",1,0,0.0185614849187935,"(NA,16,26,846)","TRUE","171/1074 (0.159217877094972)",1
"POM121",1,0,0.0069204152249135,"(NA,6,25,861)","TRUE","103/1022 (0.100782778864971)",1
"PPP1R26",1,0,0.04,"(NA,35,22,840)","TRUE","165/1079 (0.15291936978684)",1
"SCN8A",1,0,0.015963511972634,"(NA,14,25,863)","TRUE","125/1042 (0.119961612284069)",1
"DCHS2",1,0,0.0368020304568528,"(NA,29,23,759)","TRUE","351/1230 (0.285365853658537)",1
"MYH6",1,0,0.0199530516431925,"(NA,17,24,835)","TRUE","164/1065 (0.153990610328639)",1
"KIF13B",1,0,0.0180995475113122,"(NA,16,25,868)","TRUE","118/1045 (0.112918660287081)",1
"ZNF335",1,0,0.00910125142207053,"(NA,8,25,871)","TRUE","105/1029 (0.102040816326531)",1
"CARD11",1,0,0.0243055555555556,"(NA,21,25,843)","TRUE","136/1040 (0.130769230769231)",1
"MTOR",1,0,0.0246478873239437,"(NA,21,22,831)","TRUE","168/1069 (0.157156220767072)",1
"GRM3",1,0,0.0114155251141553,"(NA,10,25,866)","TRUE","117/1039 (0.112608277189605)",1
"EML6",1,0,0.0352673492605233,"(NA,31,24,848)","TRUE","178/1102 (0.161524500907441)",1
"ZNF469",1,0,0.0175438596491228,"(NA,15,24,840)","TRUE","190/1092 (0.173992673992674)",1
"PRKDC",1,0.0476190476190476,0.0501792114695341,"(1,42,20,795)","TRUE","271/1163 (0.233018056749785)",1
"AGBL1",1,0,0.00806451612903226,"(NA,7,23,861)","TRUE","130/1038 (0.1252408477842)",1
"CYFIP1",1,0,0.015819209039548,"(NA,14,24,871)","TRUE","116/1046 (0.110898661567878)",1
"ARHGAP23",1,0,0.016,"(NA,14,25,861)","TRUE","111/1028 (0.107976653696498)",1
"DACH1",1,0,0.015963511972634,"(NA,14,25,863)","TRUE","131/1046 (0.125239005736138)",1
"CFH",1,0,0.0251141552511416,"(NA,22,23,854)","TRUE","125/1052 (0.118821292775665)",1
"HECW1",1,0,0.0164512338425382,"(NA,14,23,837)","TRUE","150/1054 (0.142314990512334)",1
"ABCB5",1,0,0.0284090909090909,"(NA,25,24,855)","TRUE","137/1046 (0.130975143403442)",1
"ABCB4",1,0,0.0248868778280543,"(NA,22,24,862)","TRUE","110/1027 (0.107108081791626)",1
"KMT2E",1,0,0.0308924485125858,"(NA,27,25,847)","TRUE","130/1047 (0.124164278892073)",1
"ABCC8",1,0,0.022883295194508,"(NA,20,22,854)","TRUE","131/1047 (0.125119388729704)",1
"MYH13",1,0,0.029585798816568,"(NA,25,24,820)","TRUE","192/1082 (0.177449168207024)",1
"KIAA0100",1,0,0.0237825594563986,"(NA,21,24,862)","TRUE","127/1043 (0.12176414189837)",1
"SCN4A",1,0,0.0174621653084983,"(NA,15,24,844)","TRUE","155/1058 (0.146502835538752)",1
"DLEC1",1,0,0.0137931034482759,"(NA,12,25,858)","TRUE","110/1026 (0.107212475633528)",1
"CELSR3",1,0,0.0330477356181151,"(NA,27,22,790)","TRUE","253/1154 (0.219237435008666)",1
"NISCH",1,0,0.0215419501133787,"(NA,19,24,863)","TRUE","105/1027 (0.102239532619279)",1
"MRC2",1,0,0.0215419501133787,"(NA,19,24,863)","TRUE","116/1030 (0.112621359223301)",1
"ZC3H3",1,0,0.0291153415453527,"(NA,26,24,867)","TRUE","104/1026 (0.101364522417154)",1
"CCDC88C",1,0,0.0115473441108545,"(NA,10,26,856)","TRUE","137/1052 (0.130228136882129)",1
"AQR",1,0,0.00687285223367698,"(NA,6,25,867)","TRUE","105/1030 (0.101941747572816)",1
"NLRP2",1,0,0.0125,"(NA,11,25,869)","TRUE","102/1016 (0.100393700787402)",1
"RB1CC1",1,0,0.023489932885906,"(NA,21,23,873)","TRUE","122/1050 (0.116190476190476)",1
"INSRR",1,0,0.0199764982373678,"(NA,17,23,834)","TRUE","143/1041 (0.137367915465898)",1
"BCLAF1",1,0,0.0389016018306636,"(NA,34,23,840)","TRUE","169/1082 (0.156192236598891)",1
"PNPLA6",1,0,0.0193621867881549,"(NA,17,23,861)","TRUE","118/1041 (0.113352545629203)",1
"MYOM2",1,0,0.018757327080891,"(NA,16,26,837)","TRUE","160/1076 (0.148698884758364)",1
"CASR",1,0,0.00909090909090909,"(NA,8,24,872)","TRUE","126/1046 (0.120458891013384)",1
"FLT4",1,0,0.024,"(NA,21,22,854)","TRUE","129/1042 (0.123800383877159)",1
"MYO16",1,0,0.0359628770301624,"(NA,31,24,831)","TRUE","180/1079 (0.166821130676552)",1
"USH2A",1,0.0526315789473684,0.0979020979020979,"(1,70,18,645)","TRUE","654/1479 (0.442190669371197)",1
"CUL7",1,0,0.0101465614430665,"(NA,9,25,878)","TRUE","104/1028 (0.101167315175097)",1
"ARAP2",1,0,0.0269005847953216,"(NA,23,20,832)","TRUE","163/1063 (0.153339604891816)",1
"KIAA0556",1,0,0.00685714285714286,"(NA,6,25,869)","TRUE","130/1052 (0.123574144486692)",1
"ANO2",1,0,0.0124575311438279,"(NA,11,22,872)","TRUE","112/1037 (0.108003857280617)",1
"ROS1",1,0,0.0294464075382803,"(NA,25,20,824)","TRUE","210/1102 (0.190562613430127)",1
"USP28",1,0,0.0337837837837838,"(NA,30,23,858)","TRUE","116/1031 (0.112512124151309)",1
"CC2D2A",1,0,0.0357541899441341,"(NA,32,25,863)","TRUE","110/1030 (0.106796116504854)",1
"ARID1B",1,0.0434782608695652,0.0677382319173364,"(1,59,22,812)","TRUE","204/1110 (0.183783783783784)",1
"RC3H2",1,0,0.0167785234899329,"(NA,15,24,879)","TRUE","106/1052 (0.100760456273764)",1
"CTDP1",1,0,0.00225988700564972,"(NA,2,24,883)","TRUE","116/1046 (0.110898661567878)",1
"COL11A1",1,0.08,0.0983412322274882,"(2,83,23,761)","TRUE","302/1168 (0.258561643835616)",1
"QSER1",1,0,0.0279955207166853,"(NA,25,24,868)","TRUE","122/1039 (0.117420596727623)",1
"ABCA7",1,0,0.027681660899654,"(NA,24,22,843)","TRUE","196/1103 (0.177697189483228)",1
"MYLK",1,0,0.0164126611957796,"(NA,14,25,839)","TRUE","141/1037 (0.135969141755063)",1
"CDK13",1,0,0.0227790432801822,"(NA,20,22,858)","TRUE","138/1055 (0.130805687203791)",1
"CTNNA2",1,0,0.016489988221437,"(NA,14,25,835)","TRUE","155/1051 (0.147478591817317)",1
"MYO9A",1,0.0454545454545455,0.0841013824884793,"(1,73,21,795)","TRUE","221/1099 (0.201091901728844)",1
"HDAC4",1,0,0.0260770975056689,"(NA,23,21,859)","TRUE","128/1044 (0.122605363984674)",1
"FRMPD1",1,0,0.0159817351598174,"(NA,14,24,862)","TRUE","126/1045 (0.120574162679426)",1
"MYO3B",1,0,0.0252004581901489,"(NA,22,24,851)","TRUE","132/1041 (0.126801152737752)",1
"GLI2",1,0,0.00943396226415094,"(NA,8,23,840)","TRUE","177/1085 (0.163133640552995)",1
"CDHR2",1,0,0.0248587570621469,"(NA,22,26,863)","TRUE","120/1033 (0.116166505324298)",1
"RASAL2",1,0,0.032329988851728,"(NA,29,24,868)","TRUE","104/1031 (0.100872938894277)",1
"PLXNA2",1,0,0.0241935483870968,"(NA,21,25,847)","TRUE","149/1061 (0.140433553251649)",1
"CAMSAP3",1,0,0.0272727272727273,"(NA,24,25,856)","TRUE","114/1036 (0.11003861003861)",1
"CTTNBP2",1,0,0.0257611241217799,"(NA,22,23,832)","TRUE","147/1052 (0.139733840304183)",1
"GTF3C1",1,0,0.036427732079906,"(NA,31,23,820)","TRUE","183/1078 (0.169758812615955)",1
"MYH7B",1,0,0.0225988700564972,"(NA,20,24,865)","TRUE","130/1052 (0.123574144486692)",1
"TNS1",1,0,0.0309633027522936,"(NA,27,24,845)","TRUE","143/1047 (0.13658070678128)",1
"SMARCA2",1,0,0.0161290322580645,"(NA,14,24,854)","TRUE","119/1034 (0.115087040618956)",1
"IGSF9B",1,0,0.0126728110599078,"(NA,11,22,857)","TRUE","134/1047 (0.127984718242598)",1
"MAGI3",1,0,0.0249150622876557,"(NA,22,26,861)","TRUE","110/1025 (0.107317073170732)",1
"KAT6A",1,0,0.0217640320733104,"(NA,19,24,854)","TRUE","142/1062 (0.133709981167608)",1
"COL16A1",1,0,0.0248306997742664,"(NA,22,25,864)","TRUE","120/1039 (0.115495668912416)",1
"APOB",1,0.0526315789473684,0.0761290322580645,"(1,59,18,716)","TRUE","448/1287 (0.348096348096348)",1
"BCORL1",1,0.04,0.0616591928251121,"(1,55,24,837)","TRUE","157/1061 (0.147973609802074)",1
"MAP3K4",1,0.0416666666666667,0.043035107587769,"(1,38,23,845)","TRUE","130/1037 (0.125361620057859)",1
"GNAS",1,0,0.0327669902912621,"(NA,27,22,797)","TRUE","232/1114 (0.208258527827648)",1
"SIGLEC1",1,0,0.0103211009174312,"(NA,9,25,863)","TRUE","137/1056 (0.129734848484848)",1
"TNRC6A",1,0.0454545454545455,0.0604332953249715,"(1,53,21,824)","TRUE","205/1127 (0.18189884649512)",1
"LAMB4",1,0,0.022093023255814,"(NA,19,25,841)","TRUE","146/1050 (0.139047619047619)",1
"RAPGEF4",1,0,0.0204081632653061,"(NA,18,25,864)","TRUE","110/1026 (0.107212475633528)",1
"MYO15A",1,0,0.0290205562273277,"(NA,24,22,803)","TRUE","260/1162 (0.223752151462995)",1
"MYH7",1,0,0.0193003618817853,"(NA,16,26,813)","TRUE","179/1076 (0.16635687732342)",1
"TRPM7",1,0,0.0112866817155756,"(NA,10,25,876)","TRUE","111/1043 (0.106423777564717)",1
"HIVEP1",1,0.0434782608695652,0.046189376443418,"(1,40,22,826)","TRUE","206/1104 (0.186594202898551)",1
"ITPR3",1,0,0.0270906949352179,"(NA,23,25,826)","TRUE","199/1119 (0.177837354781055)",1
"DSP",1,0.0416666666666667,0.0393794749403341,"(1,33,23,805)","TRUE","239/1130 (0.211504424778761)",1
"ABL1",1,0,0.0113895216400911,"(NA,10,25,868)","TRUE","110/1032 (0.106589147286822)",1
"POLRMT",1,0,0.0149597238204833,"(NA,13,23,856)","TRUE","113/1017 (0.111111111111111)",1
"CECR2",1,0,0.028735632183908,"(NA,25,25,845)","TRUE","138/1048 (0.131679389312977)",1
"TCF20",1,0,0.0369088811995386,"(NA,32,25,835)","TRUE","149/1060 (0.140566037735849)",1
"SBF1",1,0,0.0265895953757225,"(NA,23,24,842)","TRUE","181/1096 (0.16514598540146)",1
"ZBED4",1,0,0.0249150622876557,"(NA,22,26,861)","TRUE","108/1024 (0.10546875)",1
"NIN",1,0,0.0257009345794393,"(NA,22,25,834)","TRUE","149/1050 (0.141904761904762)",1
"CEP128",1,0,0.0304396843291995,"(NA,27,23,860)","TRUE","107/1021 (0.104799216454456)",1
"SLC8A3",1,0,0.014722536806342,"(NA,13,25,870)","TRUE","113/1033 (0.109390125847047)",1
"TRIP11",1,0,0.036322360953462,"(NA,32,24,849)","TRUE","123/1037 (0.118611378977821)",1
"NINL",1,0,0.011441647597254,"(NA,10,25,864)","TRUE","113/1031 (0.109602327837051)",1
"NFATC2",1,0,0.0240274599542334,"(NA,21,23,853)","TRUE","109/1023 (0.106549364613881)",1
"COL20A1",1,0,0.0276179516685846,"(NA,24,25,845)","TRUE","134/1034 (0.129593810444874)",1
"CEP192",1,0,0.0159090909090909,"(NA,14,24,866)","TRUE","137/1063 (0.128880526810912)",1
"FLT1",1,0,0.0207612456747405,"(NA,18,23,849)","TRUE","110/1021 (0.107737512242899)",1
"ZNF423",1,0,0.00721153846153846,"(NA,6,23,826)","TRUE","176/1070 (0.164485981308411)",1
"TSC2",1,0,0.0308571428571429,"(NA,27,25,848)","TRUE","148/1057 (0.140018921475875)",1
"XYLT1",1,0,0.0213483146067416,"(NA,19,23,871)","TRUE","106/1027 (0.103213242453749)",1
"HERC1",1,0.0454545454545455,0.0574162679425837,"(1,48,21,788)","TRUE","287/1182 (0.242808798646362)",1
"ZNF106",1,0.0434782608695652,0.0431818181818182,"(1,38,22,842)","TRUE","145/1050 (0.138095238095238)",1
"DMXL2",1,0,0.0265282583621684,"(NA,23,24,844)","TRUE","186/1101 (0.168937329700272)",1
"UBR5",1,0.0454545454545455,0.0650406504065041,"(1,56,21,805)","TRUE","230/1131 (0.203359858532272)",1
"DOT1L",1,0,0.0173210161662818,"(NA,15,25,851)","TRUE","145/1050 (0.138095238095238)",1
"DNAH11",1,0.0416666666666667,0.0470737913486005,"(1,37,23,749)","TRUE","402/1266 (0.317535545023697)",1
"COBL",1,0,0.0138888888888889,"(NA,12,25,852)","TRUE","113/1021 (0.110675808031342)",1
"GLI3",1,0,0.021608643457383,"(NA,18,23,815)","TRUE","186/1080 (0.172222222222222)",1
"AEBP1",1,0,0.0295454545454545,"(NA,26,25,854)","TRUE","125/1038 (0.120423892100193)",1
"PRUNE2",1,0,0.0121951219512195,"(NA,10,22,810)","TRUE","239/1128 (0.211879432624113)",1
"MPDZ",1,0,0.0309633027522936,"(NA,27,24,845)","TRUE","157/1066 (0.147279549718574)",1
"APBA1",1,0,0.0126874279123414,"(NA,11,23,856)","TRUE","116/1035 (0.11207729468599)",1
"ABCA2",1,0,0.016726403823178,"(NA,14,24,823)","TRUE","231/1132 (0.204063604240283)",1
"GBF1",1,0,0.0126291618828932,"(NA,11,26,860)","TRUE","110/1024 (0.107421875)",1
"ANKRD26",1,0.0416666666666667,0.0444938820912125,"(1,40,23,859)","TRUE","133/1044 (0.127394636015326)",1
"RAI1",1,0,0.0184331797235023,"(NA,16,24,852)","TRUE","149/1072 (0.138992537313433)",1
"COL1A1",1,0,0.0273037542662116,"(NA,24,24,855)","TRUE","117/1029 (0.113702623906706)",1
"ABCC3",1,0,0.0102739726027397,"(NA,9,24,867)","TRUE","115/1040 (0.110576923076923)",1
"KIAA1549L",1,0,0.0114678899082569,"(NA,10,24,862)","TRUE","136/1054 (0.129032258064516)",1
"EXPH5",1,0.0384615384615385,0.0399543378995434,"(1,35,25,841)","TRUE","167/1076 (0.155204460966543)",1
"CUX2",1,0,0.0138728323699422,"(NA,12,25,853)","TRUE","155/1080 (0.143518518518519)",1
"CHD4",1,0,0.0300230946882217,"(NA,26,21,840)","TRUE","158/1071 (0.147525676937442)",1
"PRDM13",1,0,0.00568828213879408,"(NA,5,25,874)","TRUE","210/1127 (0.186335403726708)",1
"LAMA4",1,0,0.0269058295964126,"(NA,24,24,868)","TRUE","119/1042 (0.114203454894434)",1
"DROSHA",1,0,0.0102739726027397,"(NA,9,25,867)","TRUE","126/1045 (0.120574162679426)",1
"LIFR",1,0,0.0317460317460317,"(NA,28,23,854)","TRUE","127/1041 (0.121998078770413)",1
"TCERG1",1,0.0384615384615385,0.0448430493273543,"(1,40,25,852)","TRUE","110/1025 (0.107317073170732)",1
"SMC4",1,0.0384615384615385,0.0577777777777778,"(1,52,25,848)","TRUE","140/1055 (0.132701421800948)",1
"XRN1",1,0,0.0354691075514874,"(NA,31,23,843)","TRUE","127/1032 (0.123062015503876)",1
"ARHGEF26",1,0,0.0170261066969353,"(NA,15,24,866)","TRUE","108/1032 (0.104651162790698)",1
"SLC4A3",1,0,0.0349099099099099,"(NA,31,23,857)","TRUE","113/1034 (0.109284332688588)",1
"APC2",1,0,0.0092485549132948,"(NA,8,25,857)","TRUE","143/1062 (0.134651600753296)",1
"IFIH1",1,0,0.0261066969353008,"(NA,23,25,858)","TRUE","102/1016 (0.100393700787402)",1
"CCDC88A",1,0,0.0291153415453527,"(NA,26,25,867)","TRUE","126/1047 (0.120343839541547)",1
"DNAH6",1,0,0.0378510378510378,"(NA,31,20,788)","TRUE","322/1212 (0.265676567656766)",1
"ZNF142",1,0,0.00911161731207289,"(NA,8,24,870)","TRUE","113/1033 (0.109390125847047)",1
"TPO",1,0,0.0241935483870968,"(NA,21,25,847)","TRUE","133/1033 (0.128751210067764)",1
"LCT",1,0,0.0129716981132075,"(NA,11,25,837)","TRUE","156/1066 (0.146341463414634)",1
"TNR",1,0,0.0424757281553398,"(NA,35,19,789)","TRUE","225/1094 (0.205667276051188)",1
"CHD5",1,0,0.0178784266984505,"(NA,15,23,824)","TRUE","175/1078 (0.162337662337662)",1
"PRG4",1,0,0.0102156640181612,"(NA,9,24,872)","TRUE","130/1063 (0.122295390404516)",1
"KIF21B",1,0,0.0231481481481481,"(NA,20,24,844)","TRUE","148/1055 (0.140284360189573)",1
"NID1",1,0,0.0215909090909091,"(NA,19,24,861)","TRUE","107/1023 (0.104594330400782)",1
"RLF",1,0,0.0340909090909091,"(NA,30,25,850)","TRUE","128/1031 (0.124151309408341)",1
"KIF17",1,0,0.0135287485907554,"(NA,12,25,875)","TRUE","104/1028 (0.101167315175097)",1
"PRRC2C",1,0,0.0380499405469679,"(NA,32,22,809)","TRUE","194/1084 (0.178966789667897)",1
"ARID1A",1,0.173913043478261,0.207667731629393,"(4,195,19,744)","TRUE","350/1228 (0.285016286644951)",1
"CENPF",1,0.08,0.0865497076023392,"(2,74,23,781)","TRUE","262/1146 (0.228621291448517)",1
"KMT2A",1,0.08,0.0890973036342321,"(2,76,23,777)","TRUE","269/1150 (0.233913043478261)",1
"KIF14",1,0,0.0182648401826484,"(NA,16,23,860)","TRUE","119/1045 (0.113875598086124)",1
"CAMSAP2",1,0,0.0338600451467269,"(NA,30,25,856)","TRUE","108/1023 (0.105571847507331)",1
"PPL",1,0,0.0173410404624277,"(NA,15,23,850)","TRUE","142/1054 (0.134724857685009)",1
"YLPM1",1,0,0.0411899313501144,"(NA,36,23,838)","TRUE","164/1071 (0.1531279178338)",1
"BCL11A",1,0,0.0238907849829352,"(NA,21,25,858)","TRUE","104/1024 (0.1015625)",1
"TNN",1,0,0.0128805620608899,"(NA,11,24,843)","TRUE","172/1082 (0.158964879852126)",1
"UTP20",1,0.0416666666666667,0.0441347270615563,"(1,38,23,823)","TRUE","185/1085 (0.170506912442396)",1
"TSHZ3",1,0,0.0150812064965197,"(NA,13,21,849)","TRUE","151/1061 (0.142318567389255)",1
"SLITRK3",1,0,0.0161290322580645,"(NA,14,24,854)","TRUE","128/1043 (0.122722914669223)",1
"KIAA1549",1,0.0434782608695652,0.0526946107784431,"(1,44,22,791)","TRUE","227/1105 (0.205429864253394)",1
"MED13L",1,0,0.0147559591373439,"(NA,13,25,868)","TRUE","124/1049 (0.118207816968541)",1
"PREX1",1,0,0.00700934579439252,"(NA,6,23,850)","TRUE","133/1051 (0.126546146527117)",1
"ZNFX1",1,0,0.016,"(NA,14,26,861)","TRUE","110/1029 (0.10689990281827)",1
"SH3TC1",1,0,0.0124293785310734,"(NA,11,23,874)","TRUE","113/1034 (0.109284332688588)",1
"RRBP1",1,0,0.0374574347332577,"(NA,33,23,848)","TRUE","130/1043 (0.12464046021093)",1
"CEP250",1,0,0.0171821305841924,"(NA,15,25,858)","TRUE","139/1052 (0.13212927756654)",1
"SCAF1",1,0,0.0299884659746251,"(NA,26,23,841)","TRUE","157/1061 (0.147973609802074)",1
"PZP",1,0,0.0227272727272727,"(NA,20,23,860)","TRUE","137/1053 (0.130104463437797)",1
"HIVEP3",1,0,0.018757327080891,"(NA,16,23,837)","TRUE","166/1071 (0.15499533146592)",1
"UBR4",1,0,0.0456182472989196,"(NA,38,20,795)","TRUE","307/1208 (0.254139072847682)",1
"TUBGCP6",1,0,0.0126291618828932,"(NA,11,24,860)","TRUE","134/1055 (0.127014218009479)",1
"DOCK4",1,0,0.0162980209545984,"(NA,14,22,845)","TRUE","156/1060 (0.147169811320755)",1
"WDFY4",1,0,0.0338164251207729,"(NA,28,20,800)","TRUE","275/1151 (0.23892267593397)",1
"MYO5C",1,0,0.0246360582306831,"(NA,22,24,871)","TRUE","106/1029 (0.103012633624879)",1
"CGNL1",1,0,0.008,"(NA,7,24,868)","TRUE","126/1045 (0.120574162679426)",1
"INO80",1,0,0.0223463687150838,"(NA,20,24,875)","TRUE","117/1039 (0.112608277189605)",1
"QRICH2",1,0,0.0124858115777526,"(NA,11,23,870)","TRUE","105/1024 (0.1025390625)",1
"DOCK6",1,0,0.00932400932400932,"(NA,8,25,850)","TRUE","155/1060 (0.14622641509434)",1
"DPP6",1,0,0.0205714285714286,"(NA,18,25,857)","TRUE","107/1015 (0.105418719211823)",1
"KIF1A",1,0,0.0230414746543779,"(NA,20,26,848)","TRUE","146/1063 (0.137347130761994)",1
"UNC13A",1,0,0.0126002290950745,"(NA,11,24,862)","TRUE","118/1037 (0.113789778206365)",1
"HELZ2",1,0,0.0135635018495684,"(NA,11,21,800)","TRUE","246/1131 (0.217506631299735)",1
"PLXNA3",1,0,0.0172018348623853,"(NA,15,25,857)","TRUE","139/1063 (0.130761994355597)",1
"CASZ1",1,0,0.0104529616724739,"(NA,9,24,852)","TRUE","166/1087 (0.152713891444342)",1
"GSE1",1,0,0.0324449594438007,"(NA,28,25,835)","TRUE","157/1060 (0.14811320754717)",1
"MYH10",1,0,0.0139211136890951,"(NA,12,25,850)","TRUE","131/1052 (0.124524714828897)",1
"TRPC4",1,0,0.0146726862302483,"(NA,13,26,873)","TRUE","106/1026 (0.103313840155945)",1
"ZFC3H1",1,0,0.0407239819004525,"(NA,36,20,848)","TRUE","140/1055 (0.132701421800948)",1
"TRPM1",1,0,0.0252873563218391,"(NA,22,23,848)","TRUE","139/1050 (0.132380952380952)",1
"KIDINS220",1,0,0.0160183066361556,"(NA,14,25,860)","TRUE","113/1031 (0.109602327837051)",1
"ANO3",1,0,0.0191441441441441,"(NA,17,25,871)","TRUE","104/1026 (0.101364522417154)",1
"LRP4",1,0,0.0265282583621684,"(NA,23,24,844)","TRUE","143/1051 (0.136060894386299)",1
"MYBPC3",1,0,0.00795454545454545,"(NA,7,25,873)","TRUE","107/1036 (0.103281853281853)",1
"COL4A2",1,0,0.0298165137614679,"(NA,26,24,846)","TRUE","133/1037 (0.128254580520733)",1
"ARHGAP32",1,0,0.00468384074941452,"(NA,4,24,850)","TRUE","128/1041 (0.122958693563881)",1
"ESPL1",1,0,0.0219399538106236,"(NA,19,26,847)","TRUE","149/1062 (0.14030131826742)",1
"NHSL1",1,0,0.0146561443066516,"(NA,13,23,874)","TRUE","111/1034 (0.107350096711799)",1
"LAMC1",1,0,0.0128504672897196,"(NA,11,22,845)","TRUE","135/1038 (0.130057803468208)",1
"FLNB",1,0,0.0311377245508982,"(NA,26,22,809)","TRUE","229/1119 (0.204647006255585)",1
"TNS3",1,0,0.00688073394495413,"(NA,6,25,866)","TRUE","121/1044 (0.115900383141762)",1
"DGKB",1,0,0.0204545454545455,"(NA,18,24,862)","TRUE","107/1022 (0.104696673189824)",1
"ZFHX2",1,0,0.0358381502890173,"(NA,31,26,834)","TRUE","175/1069 (0.163704396632367)",1
"WDR33",1,0,0.0169109357384442,"(NA,15,26,872)","TRUE","113/1041 (0.108549471661864)",1
"SMC2",1,0,0.0321507760532151,"(NA,29,24,873)","TRUE","106/1037 (0.10221793635487)",1
"TLR4",1,0,0.00673400673400673,"(NA,6,23,885)","TRUE","105/1034 (0.101547388781431)",1
"MDC1",1,0,0.0262857142857143,"(NA,23,25,852)","TRUE","154/1066 (0.144465290806754)",1
"MYO7A",1,0,0.0293772032902468,"(NA,25,24,826)","TRUE","197/1098 (0.179417122040073)",1
"DDX60",1,0,0.0351473922902494,"(NA,31,23,851)","TRUE","136/1058 (0.128544423440454)",1
"LRPPRC",1,0,0.0167785234899329,"(NA,15,25,879)","TRUE","109/1044 (0.104406130268199)",1
"DNAJC13",1,0,0.0246085011185682,"(NA,22,21,872)","TRUE","141/1063 (0.132643461900282)",1
"MMRN1",1,0,0.0136208853575482,"(NA,12,21,869)","TRUE","112/1029 (0.108843537414966)",1
"SHROOM3",1,0,0.0094228504122497,"(NA,8,22,841)","TRUE","149/1053 (0.141500474833808)",1
"CENPE",1,0.0434782608695652,0.0501710376282782,"(1,44,22,833)","TRUE","171/1078 (0.158627087198516)",1
"KIF21A",1,0,0.0409556313993174,"(NA,36,22,843)","TRUE","152/1051 (0.144624167459562)",1
"COL2A1",1,0,0.0395480225988701,"(NA,35,24,850)","TRUE","131/1040 (0.125961538461538)",1
"PPFIA2",1,0,0.0275229357798165,"(NA,24,23,848)","TRUE","150/1053 (0.142450142450142)",1
"DIAPH3",1,0,0.0236220472440945,"(NA,21,25,868)","TRUE","116/1043 (0.111217641418984)",1
"SCAPER",1,0,0.0228050171037628,"(NA,20,23,857)","TRUE","112/1024 (0.109375)",1
"IGF1R",1,0,0.00796359499431172,"(NA,7,25,872)","TRUE","104/1033 (0.100677637947725)",1
"KIF2B",1,0,0.00227531285551763,"(NA,2,25,877)","TRUE","119/1040 (0.114423076923077)",1
"GREB1L",1,0,0.0201117318435754,"(NA,18,26,877)","TRUE","112/1041 (0.107588856868396)",1
"RPTOR",1,0,0.023728813559322,"(NA,21,24,864)","TRUE","117/1037 (0.112825458052073)",1
"PRDM15",1,0,0.0192307692307692,"(NA,17,25,867)","TRUE","107/1024 (0.1044921875)",1
"TRPM2",1,0,0.035796766743649,"(NA,31,24,835)","TRUE","156/1058 (0.147448015122873)",1
